_link,_link_release,id,title,description,status,date,value_amount,value_currency,contractPeriod_startDate,contractPeriod_endDate,datePublished
27229.awards.0,27229,2e536364-cc12-42f1-ae70-af60be8430bd,,See description of related tender,active,2022-01-09T00:00:00,24000.0,GBP,2022-01-10T00:00:00,2024-01-09T00:00:00,2022-01-31T09:55:28
27227.awards.0,27227,1a3d7c02-3a9a-42af-b6b6-89839b1482e8,,See description of related tender,active,2022-01-26T00:00:00,16000.0,GBP,2022-01-29T00:00:00,2024-01-28T00:00:00,2022-01-31T09:53:51
27225.awards.0,27225,d9f0f796-4b1a-4e10-ad45-e4e2a778c7e8,,See description of related tender,active,2022-01-07T00:00:00,55600.0,GBP,2022-01-10T00:00:00,2023-08-31T00:00:00,2022-01-31T09:46:12
27230.awards.0,27230,a0422ffd-f942-4eb9-8228-3c1e1f71a61b,,See description of related tender,active,2022-02-01T00:00:00,27360.0,GBP,2022-02-01T00:00:00,2022-06-30T00:00:00,2022-01-31T09:56:16
27231.awards.0,27231,ed37cf48-df83-46f8-bcbc-d8e879230bcc,,See description of related tender,active,2021-12-23T00:00:00,99188.6,GBP,2022-02-01T00:00:00,2022-03-31T00:00:00,2022-01-31T09:56:32
27228.awards.0,27228,cbd23914-4afe-4363-9666-99e00ecae2d4,,See description of related tender,active,2021-10-03T00:00:00,9000000.0,GBP,2021-10-03T00:00:00,2024-10-02T00:00:00,2022-01-31T09:53:57
27233.awards.0,27233,87da2391-3492-429f-876a-7ee4047748f7,,See description of related tender,active,2021-11-22T00:00:00,21183.0,GBP,2021-11-22T00:00:00,2022-05-31T00:00:00,2022-01-31T09:58:10
27237.awards.0,27237,a4652caa-e71d-4c9c-a2cf-ac1974c3761a,,See description of related tender,active,2022-01-18T00:00:00,89909.0,GBP,2022-01-24T00:00:00,2022-03-31T00:00:00,2022-01-31T10:07:53
27235.awards.0,27235,f721c78a-9722-41cf-a15d-58b3b9ea9241,,See description of related tender,active,2021-03-22T00:00:00,22000.0,GBP,2021-03-26T00:00:00,2021-12-31T00:00:00,2022-01-31T10:02:48
27236.awards.0,27236,c5fa7222-df65-46ef-b9b0-60f6e8bae3d2,,See description of related tender,active,2022-01-28T00:00:00,139688.0,GBP,2021-10-04T00:00:00,2022-07-31T00:00:00,2022-01-31T10:06:19
27241.awards.0,27241,21caff5e-00a5-401d-b70c-9fefdb007504,,See description of related tender,active,2021-12-07T00:00:00,8800.0,GBP,2021-12-07T00:00:00,2022-06-15T00:00:00,2022-01-31T10:18:39
27239.awards.0,27239,2b98ae85-c53c-4c29-8759-302449326d35,,See description of related tender,active,2021-12-08T00:00:00,2480.0,GBP,2021-12-09T00:00:00,2022-05-31T00:00:00,2022-01-31T10:15:20
27238.awards.0,27238,2213c725-bba2-4323-bda5-61418897d16d,,See description of related tender,active,2021-11-11T00:00:00,40000.0,GBP,2021-11-01T00:00:00,2025-11-01T00:00:00,2022-01-31T10:09:33
27246.awards.0,27246,ffc61777-9c1c-47b6-a9d3-265b04157158,,See description of related tender,active,2022-01-14T00:00:00,265808.61,GBP,2022-01-21T00:00:00,2027-01-21T00:00:00,2022-01-31T10:27:26
27242.awards.0,27242,1ca34273-4e57-47b9-9d18-d523e5e71875,,See description of related tender,active,2021-12-21T00:00:00,35000.0,GBP,2021-12-21T00:00:00,2022-12-20T00:00:00,2022-01-31T10:22:14
27243.awards.0,27243,0f17d3c9-244e-42e4-ae55-46795b06f846,,See description of related tender,active,2021-08-31T00:00:00,,GBP,2021-09-01T00:00:00,2023-08-31T00:00:00,2022-01-31T10:22:58
27245.awards.0,27245,03821bf3-1f3c-4ec1-b3c7-4be5b080706e,,See description of related tender,active,2021-11-04T00:00:00,488052.0,GBP,2021-11-01T00:00:00,2025-10-31T00:00:00,2022-01-31T10:26:39
27249.awards.0,27249,ae2b3a99-7074-4e67-883e-fbed4cef278f,,See description of related tender,active,2021-11-26T00:00:00,202500.0,GBP,2021-12-01T00:00:00,2023-12-31T00:00:00,2022-01-31T10:34:07
27248.awards.0,27248,10e63c65-e170-4e4b-8bea-9c01db4d6ff2,,See description of related tender,active,2022-01-06T00:00:00,53868.27,GBP,2022-01-06T00:00:00,2023-01-04T00:00:00,2022-01-31T10:31:13
27247.awards.0,27247,a97c7824-0caa-4682-84e9-2c7ece65f4c3,,See description of related tender,active,2021-12-03T00:00:00,500000.0,GBP,2021-12-08T00:00:00,2022-03-31T00:00:00,2022-01-31T10:29:17
27250.awards.0,27250,6ffd2c79-7c24-4370-803d-169d44045d6c,,See description of related tender,active,2022-01-14T00:00:00,37850.59,GBP,2022-01-17T00:00:00,2022-03-14T00:00:00,2022-01-31T10:36:22
27251.awards.0,27251,facd4ddd-8810-4fef-82de-cd05589847f5,,See description of related tender,active,2021-12-22T00:00:00,62000.0,GBP,2021-12-23T00:00:00,2022-03-31T00:00:00,2022-01-31T10:39:44
27253.awards.0,27253,214e525b-4ac5-4180-8f28-ab0a6e4ddc70,,See description of related tender,active,2022-01-31T00:00:00,175000.0,GBP,2022-01-31T00:00:00,2022-07-31T00:00:00,2022-01-31T10:43:22
27252.awards.0,27252,6bfc445d-2cfd-4754-a999-66c33c900515,,See description of related tender,active,2021-12-01T00:00:00,574672.0,GBP,2022-01-01T00:00:00,2026-12-31T00:00:00,2022-01-31T10:42:54
27259.awards.0,27259,2be9bc6d-5aed-459f-9821-ea1e47d42f75,,See description of related tender,active,2022-01-04T00:00:00,25000.0,GBP,2022-01-17T00:00:00,2022-05-16T00:00:00,2022-01-31T10:54:15
27257.awards.0,27257,6f4d9124-0fea-4552-93a5-896bcaa00852,,See description of related tender,active,2021-12-13T00:00:00,486712.5,GBP,2021-12-20T00:00:00,2022-03-31T00:00:00,2022-01-31T10:50:28
27256.awards.0,27256,378c9bc4-73b6-47da-9a4c-5c18d23a0c54,,See description of related tender,active,2022-01-31T00:00:00,20000.0,GBP,2022-02-01T00:00:00,2023-01-30T00:00:00,2022-01-31T10:48:23
27260.awards.0,27260,226fbced-d224-4034-a3b9-d643a3330552,,See description of related tender,active,2022-02-01T00:00:00,43272.0,GBP,2022-02-01T00:00:00,2023-01-30T00:00:00,2022-01-31T10:55:19
27261.awards.0,27261,b6c93bde-8fc4-42ad-8055-809b1b296746,,See description of related tender,active,2022-01-31T00:00:00,11610.0,GBP,2022-02-28T00:00:00,2022-12-31T00:00:00,2022-01-31T10:57:14
27258.awards.0,27258,b70e2756-9fd1-49ce-bc68-f77b07d01156,,See description of related tender,active,2022-01-31T00:00:00,,GBP,2022-02-07T00:00:00,2023-02-03T00:00:00,2022-01-31T10:51:06
27264.awards.0,27264,fc0e8a35-9754-484d-b335-bd861687f61f,,See description of related tender,active,2021-09-17T00:00:00,24890.0,GBP,2021-09-21T00:00:00,2021-12-20T00:00:00,2022-01-31T11:02:47
27263.awards.0,27263,db45f827-e7a2-4a59-ac68-15144cac65eb,,See description of related tender,active,2021-12-22T00:00:00,120979.0,GBP,2022-01-04T00:00:00,2022-03-01T00:00:00,2022-01-31T11:00:05
27262.awards.0,27262,f00bde5c-8e50-43e3-a7dc-7d317fb0bfd8,,See description of related tender,active,2022-01-21T00:00:00,3276180.25,GBP,2022-01-22T00:00:00,2023-12-31T00:00:00,2022-01-31T10:58:33
27271.awards.0,27271,42d37987-4a5f-4be6-b8c1-82f8946873be,,See description of related tender,active,2021-12-17T00:00:00,10450.0,GBP,2021-12-20T00:00:00,2022-05-31T00:00:00,2022-01-31T11:27:33
27266.awards.0,27266,26962291-46df-41e9-8cd4-f43ba1042a34,,See description of related tender,active,2022-01-04T00:00:00,21644.02,GBP,2022-01-05T00:00:00,2022-03-31T00:00:00,2022-01-31T11:07:47
27267.awards.0,27267,00b94c4e-b112-4224-b923-ae4f60d358c2,,See description of related tender,active,2022-01-27T00:00:00,618762.0,GBP,2022-01-21T00:00:00,2022-09-30T00:00:00,2022-01-31T11:11:14
27268.awards.0,27268,1ad7ec67-b095-4d12-b14b-879b2bedfcff,,See description of related tender,active,2021-11-15T00:00:00,4650000.0,GBP,2022-01-01T00:00:00,2024-06-30T00:00:00,2022-01-31T11:12:21
27269.awards.0,27269,c46931f2-9ae4-4515-ad5e-c1d5bb60da3d,,See description of related tender,active,2021-01-08T00:00:00,1239425.0,GBP,2021-01-17T00:00:00,2023-07-17T00:00:00,2022-01-31T11:18:28
27275.awards.0,27275,14447b0b-3d57-4bb2-a2fc-1a38f2f76e0e,,See description of related tender,active,2022-01-31T00:00:00,23550.0,GBP,2022-02-07T00:00:00,2022-03-31T00:00:00,2022-01-31T11:30:10
27272.awards.0,27272,bc3fa25c-20e1-4e2e-ad4b-c527a3f647c9,,See description of related tender,active,2021-05-11T00:00:00,16665.83,GBP,2021-03-31T00:00:00,2022-03-30T00:00:00,2022-01-31T11:27:54
27279.awards.0,27279,676575eb-b7b4-4829-be54-9432fb26294d,,See description of related tender,active,2022-01-25T00:00:00,10275.0,GBP,2022-02-01T00:00:00,2022-03-31T00:00:00,2022-01-31T11:32:24
27273.awards.0,27273,5fbf5533-a5b6-48d6-98de-2071f5be43bc,,See description of related tender,active,2022-01-31T00:00:00,1.0,GBP,2022-01-24T00:00:00,2022-03-31T00:00:00,2022-01-31T11:29:12
27277.awards.0,27277,9c056927-3a21-4709-8d64-c2cc7ca2a9d9,,See description of related tender,active,2022-01-31T00:00:00,582000.0,GBP,2022-01-15T00:00:00,2025-01-14T00:00:00,2022-01-31T11:31:09
27282.awards.0,27282,8e3aa4bd-7b66-4727-9ffc-699d04f6e68e,,See description of related tender,active,2022-01-27T00:00:00,86875.38,GBP,2022-01-27T00:00:00,2022-04-15T00:00:00,2022-01-31T11:35:36
27278.awards.0,27278,6ad34cc8-0874-4b74-b993-b5d0255c6da9,,See description of related tender,active,2022-01-31T00:00:00,2714650.0,GBP,2022-02-01T00:00:00,2024-01-31T00:00:00,2022-01-31T11:31:15
27281.awards.0,27281,fcf9f068-4023-4436-a1e2-aaef4539b8ca,,See description of related tender,active,2021-12-20T00:00:00,1750000.0,GBP,2022-01-01T00:00:00,2024-12-31T00:00:00,2022-01-31T11:34:11
27283.awards.0,27283,e3c5286d-dad2-44b3-aee7-2bfd1e28f34e,,See description of related tender,active,2021-07-25T00:00:00,134334.0,GBP,2021-08-01T00:00:00,2022-03-31T00:00:00,2022-01-31T11:35:36
27285.awards.0,27285,df86f72e-5a64-49a2-a24e-585eb10d3b6a,,See description of related tender,active,2021-10-04T00:00:00,475000.0,GBP,2021-10-04T00:00:00,2024-10-03T00:00:00,2022-01-31T11:36:23
27286.awards.0,27286,660c904d-f03f-4da8-94dd-f09be67131ed,,See description of related tender,active,2022-01-26T00:00:00,22500.0,GBP,2022-01-27T00:00:00,2022-03-31T00:00:00,2022-01-31T11:37:44
27287.awards.0,27287,19c30850-552e-4b0f-97e2-e4e4cb000299,,See description of related tender,active,2021-10-04T00:00:00,37500.0,GBP,2021-10-04T00:00:00,2023-03-31T00:00:00,2022-01-31T11:39:20
27294.awards.0,27294,2eeaece8-20be-470b-87da-188bb48b2c3a,,See description of related tender,active,2022-01-17T00:00:00,39488.0,GBP,2022-01-18T00:00:00,2024-03-15T00:00:00,2022-01-31T11:42:40
27290.awards.0,27290,3253c7c5-453b-4eed-a110-dce65b81ad20,,See description of related tender,active,2022-01-14T00:00:00,360561.0,GBP,2022-01-17T00:00:00,2022-07-30T00:00:00,2022-01-31T11:40:02
27291.awards.0,27291,ac2b20b6-a016-4fe0-8abc-29d9bc68b85f,,See description of related tender,active,2022-01-21T00:00:00,762063.0,GBP,2022-01-24T00:00:00,2022-06-20T00:00:00,2022-01-31T11:40:03
27293.awards.0,27293,1179d31f-902e-4607-bef6-b1d7d95478e9,,See description of related tender,active,2022-01-05T00:00:00,140000.0,GBP,2022-01-05T00:00:00,2022-09-23T00:00:00,2022-01-31T11:42:05
27292.awards.0,27292,4872e6e1-3ab7-40a8-ac9a-89ed34c09445,,See description of related tender,active,2022-01-25T00:00:00,4375.0,GBP,2022-02-01T00:00:00,2022-03-31T00:00:00,2022-01-31T11:41:37
27295.awards.0,27295,c080d3d3-0498-4de7-bf19-8d4371844781,,See description of related tender,active,2022-01-12T00:00:00,101938.14,GBP,2022-03-13T00:00:00,2025-07-31T00:00:00,2022-01-31T11:47:30
27296.awards.0,27296,805c0e6e-d95b-4dac-b562-06c6da7e8b65,,See description of related tender,active,2022-01-28T00:00:00,106000.0,GBP,2022-01-28T00:00:00,2025-01-27T00:00:00,2022-01-31T11:48:19
27301.awards.0,27301,20f8bf37-d968-4236-8cf9-25f40a5a30c2,,See description of related tender,active,2021-02-22T00:00:00,250000.0,GBP,2021-03-01T00:00:00,2023-02-28T00:00:00,2022-01-31T11:56:11
27300.awards.0,27300,fe02a07c-5a61-41aa-b1f9-5cb9f70e1241,,See description of related tender,active,2022-01-27T00:00:00,189500.0,GBP,2022-04-01T00:00:00,2026-03-31T00:00:00,2022-01-31T11:54:18
27298.awards.0,27298,ac13f6b4-7c9b-44af-885a-27e4747a363c,,See description of related tender,active,2022-01-26T00:00:00,22500.0,GBP,2022-01-27T00:00:00,2022-03-31T00:00:00,2022-01-31T11:49:44
27302.awards.0,27302,8c7a93ef-f295-4692-91db-e13665799ea1,,See description of related tender,active,2022-01-31T00:00:00,86000.0,GBP,2022-02-01T00:00:00,2027-01-31T00:00:00,2022-01-31T11:57:16
27303.awards.0,27303,b17b7390-0c2f-4a8b-91f8-ffa40e1dbd89,,See description of related tender,active,2022-01-31T00:00:00,161823.0,GBP,2022-04-04T00:00:00,2022-10-28T00:00:00,2022-01-31T12:01:06
27305.awards.0,27305,f239eb0c-178c-4ca1-84ff-8209ffbeea4b,,See description of related tender,active,2021-12-22T00:00:00,250000.0,GBP,2021-12-22T00:00:00,2023-12-21T00:00:00,2022-01-31T12:02:34
27310.awards.0,27310,43c5d05d-d48d-4903-991c-668d66ba8db2,,See description of related tender,active,2022-01-26T00:00:00,258730.78,GBP,2022-01-27T00:00:00,2028-01-31T00:00:00,2022-01-31T12:12:39
27308.awards.0,27308,5c1fee9c-4ecd-452a-97d7-ab0cf75b0296,,See description of related tender,active,2022-01-23T00:00:00,28000.0,GBP,2022-01-31T00:00:00,2023-03-31T00:00:00,2022-01-31T12:07:55
27307.awards.0,27307,d55a6eb0-c984-4f43-ad6c-b72a1b5679b1,,See description of related tender,active,2022-01-21T00:00:00,31000.0,GBP,2022-02-28T00:00:00,2025-02-27T00:00:00,2022-01-31T12:06:59
27315.awards.0,27315,0913903a-5c9d-420a-ab4b-8ea862765290,,See description of related tender,active,2022-01-03T00:00:00,94300.0,GBP,2022-01-10T00:00:00,2022-02-04T00:00:00,2022-01-31T12:18:55
27311.awards.0,27311,1a5fbfe1-e93e-40f9-8534-fdb17c37632e,,See description of related tender,active,2021-07-28T00:00:00,134334.0,GBP,2021-08-01T00:00:00,2022-03-31T00:00:00,2022-01-31T12:13:23
27316.awards.0,27316,d7b049dd-7feb-4b28-bd36-6874de1baffc,,See description of related tender,active,2022-01-03T00:00:00,28995.0,GBP,2022-01-25T00:00:00,2023-03-31T00:00:00,2022-01-31T12:19:20
27319.awards.0,27319,18ad7d84-0e58-4e0f-bd4d-daedfdacb428,,See description of related tender,active,2021-11-16T00:00:00,1200000.0,GBP,2021-09-06T00:00:00,2023-09-05T00:00:00,2022-01-31T12:30:04
27318.awards.0,27318,ab5d64bd-39ec-45dd-bf9c-84dbd7f39bd9,,See description of related tender,active,2022-01-28T00:00:00,111973.38,GBP,2022-03-31T00:00:00,2025-03-31T00:00:00,2022-01-31T12:26:15
27323.awards.0,27323,b542c3c9-f618-4e6d-a296-c3e61f64b011,,See description of related tender,active,2018-06-19T00:00:00,4380406.0,GBP,2020-06-03T00:00:00,2023-12-15T00:00:00,2022-01-31T12:49:45
27322.awards.0,27322,8989add7-0534-40be-b199-d3b3f76e8a20,,See description of related tender,active,2022-01-31T00:00:00,13117.0,GBP,2022-01-31T00:00:00,2022-04-30T00:00:00,2022-01-31T12:40:18
27320.awards.0,27320,57343f26-9b64-4f07-9833-e281a3c93a6e,,See description of related tender,active,2022-01-20T00:00:00,5024447.0,GBP,2022-04-01T00:00:00,2027-03-31T00:00:00,2022-01-31T12:30:26
27329.awards.0,27329,23046783-a3d0-46d8-91f5-0a2a483ce1cc,,See description of related tender,active,2022-01-21T00:00:00,385498.0,GBP,2022-01-21T00:00:00,2023-01-16T00:00:00,2022-01-31T13:13:26
27324.awards.0,27324,52c387bd-ecc8-4097-893c-9e5869fd1acc,,See description of related tender,active,2022-01-10T00:00:00,500000.0,GBP,2021-07-01T00:00:00,2026-06-30T00:00:00,2022-01-31T12:49:49
27328.awards.0,27328,d256c6af-ded6-4cdb-82e3-12cef81c3293,,See description of related tender,active,2022-01-04T00:00:00,172000.0,GBP,2022-01-24T00:00:00,2023-01-23T00:00:00,2022-01-31T13:11:00
27327.awards.0,27327,a29ffd17-6613-4e7f-afb6-fc1d524eba09,,See description of related tender,active,2022-01-21T00:00:00,91860.0,GBP,2022-04-01T00:00:00,2025-03-31T00:00:00,2022-01-31T13:07:56
27339.awards.0,27339,f7da0322-b866-49a9-a159-1e1ee8234dbb,,See description of related tender,active,2022-01-31T00:00:00,,GBP,2021-12-01T00:00:00,2024-11-30T00:00:00,2021-09-20T11:33:11
27335.awards.0,27335,d71cd4a6-297d-4661-bd39-2b85bf41e23b,,See description of related tender,active,2022-01-31T00:00:00,532532.12,GBP,2022-02-01T00:00:00,2025-01-31T00:00:00,2022-01-31T13:33:12
27342.awards.0,27342,e0c505ac-92e4-4bda-8c78-a9603c4ee8be,,See description of related tender,active,2021-12-24T00:00:00,100000.0,GBP,2022-01-17T00:00:00,2023-03-31T00:00:00,2022-01-31T13:44:30
27338.awards.0,27338,93eac660-8c57-4b66-9eaf-992f89a99b90,,See description of related tender,active,2021-10-15T00:00:00,800000.0,GBP,2021-11-01T00:00:00,2023-10-31T00:00:00,2022-01-28T11:58:09
27340.awards.0,27340,419b6bcb-b2c8-4341-9bca-3a77c197e043,,See description of related tender,active,2022-01-11T00:00:00,30000.0,GBP,2022-01-12T00:00:00,2022-12-19T00:00:00,2022-01-31T13:42:56
27346.awards.0,27346,b7e02f5f-42f4-409a-8170-ac9d5ec6132c,,See description of related tender,active,2022-01-17T00:00:00,93750.0,GBP,2022-02-06T00:00:00,2022-07-08T00:00:00,2022-01-31T14:00:52
27341.awards.0,27341,241bf4b9-9f56-47fd-92e4-cd71b591700e,,See description of related tender,active,2022-02-02T00:00:00,150000.0,GBP,2022-04-01T00:00:00,2023-03-31T00:00:00,2022-01-31T13:43:06
27344.awards.0,27344,3076138b-c8d2-4f76-b023-120343de9e98,,See description of related tender,active,2021-12-31T00:00:00,10149.0,GBP,2022-01-01T00:00:00,2024-01-31T00:00:00,2022-01-31T13:53:01
27347.awards.0,27347,a11ca4df-3ca9-406a-ab8b-9d45ade75655,,See description of related tender,active,2022-01-31T00:00:00,280000.0,GBP,2022-04-01T00:00:00,2023-03-30T00:00:00,2022-01-31T14:07:55
27351.awards.0,27351,94c068d9-9cc8-4d1c-bd1b-e5c93a607410,,See description of related tender,active,2020-04-24T00:00:00,177600.0,GBP,2020-05-01T00:00:00,2022-04-30T00:00:00,2022-01-31T14:14:48
27348.awards.0,27348,220dce0f-d65c-4f92-8100-3b25a6a8758f,,See description of related tender,active,2021-12-17T00:00:00,134999.73,GBP,2021-12-20T00:00:00,2022-03-31T00:00:00,2022-01-31T14:08:59
27350.awards.0,27350,fe52be34-b6a9-46ea-91a1-27b7677e7663,,See description of related tender,active,2022-01-06T00:00:00,29792.0,GBP,2022-01-05T00:00:00,2023-01-04T00:00:00,2022-01-31T14:11:33
27349.awards.0,27349,4c3b8001-5ae2-462b-ab60-38219907e2bf,,See description of related tender,active,2022-01-13T00:00:00,49900.0,GBP,2022-01-04T00:00:00,2024-12-31T00:00:00,2022-01-18T15:35:02
27352.awards.0,27352,3419f0f5-6a2e-4d3a-a657-c0fb7ef19e05,,See description of related tender,active,2022-01-28T00:00:00,7800.0,GBP,2022-02-01T00:00:00,2023-04-30T00:00:00,2022-01-31T14:17:43
27353.awards.0,27353,480ddbf3-3591-472e-850c-8ba2f44c2346,,See description of related tender,active,2021-12-21T00:00:00,94089.3,GBP,2021-12-22T00:00:00,2021-12-23T00:00:00,2022-01-31T14:20:43
27357.awards.0,27357,c2cf969c-ed3f-478d-9219-4d454bd97838,,See description of related tender,active,2020-11-27T00:00:00,53760.0,GBP,2020-11-30T00:00:00,2021-03-31T00:00:00,2022-01-31T14:25:02
27354.awards.0,27354,1c2ed403-6ea8-40e0-9794-2de4b5513412,,See description of related tender,active,2022-01-11T00:00:00,350.0,GBP,2022-01-17T00:00:00,2022-01-21T00:00:00,2022-01-31T14:20:59
27359.awards.0,27359,d1231377-4da8-4228-956b-2564d519d82f,,See description of related tender,active,2020-11-22T00:00:00,44000.0,GBP,2020-11-25T00:00:00,2021-03-31T00:00:00,2022-01-31T13:39:08
27362.awards.0,27362,81bfda7a-85aa-4428-9c76-0f79c045a31e,,See description of related tender,active,2022-01-13T00:00:00,25182.16,GBP,2022-01-14T00:00:00,2022-06-30T00:00:00,2022-01-31T14:28:15
27363.awards.0,27363,4f8c7a63-d7f7-4bae-8888-c25ef966734d,,See description of related tender,active,2020-11-19T00:00:00,49500.0,GBP,2020-11-23T00:00:00,2021-03-31T00:00:00,2022-01-31T13:12:30
27355.awards.0,27355,9631ea4f-8f7e-4a31-bbb1-57d9ae20c678,,See description of related tender,active,2022-01-26T00:00:00,6675.0,GBP,2022-04-01T00:00:00,2024-03-31T00:00:00,2022-01-31T14:22:33
27356.awards.0,27356,91c3cddb-4c03-41cf-8f5a-d3c5029ca7aa,,See description of related tender,active,2022-01-31T00:00:00,264519.42,GBP,2022-01-31T00:00:00,2023-03-31T00:00:00,2022-01-31T14:23:14
27360.awards.0,27360,907640ca-bf93-4c45-9539-e3dcaf063126,,See description of related tender,active,2020-11-19T00:00:00,56960.0,GBP,2020-11-23T00:00:00,2021-03-31T00:00:00,2022-01-31T13:31:08
27361.awards.0,27361,288a3623-349f-4130-8b11-f7cdfe7d44ac,,See description of related tender,active,2022-01-13T00:00:00,81000.0,GBP,2022-04-01T00:00:00,2025-03-31T00:00:00,2022-01-31T14:28:12
27358.awards.0,27358,433b9e17-67ab-4b96-864f-47a487151fb5,,See description of related tender,active,2020-11-27T00:00:00,27300.0,GBP,2020-11-30T00:00:00,2021-01-29T00:00:00,2022-01-31T14:14:47
27364.awards.0,27364,2c829d1d-94fb-4a2f-931f-eeb1370fe328,,See description of related tender,active,2020-11-20T00:00:00,45000.0,GBP,2020-11-23T00:00:00,2021-03-31T00:00:00,2022-01-31T12:38:43
27365.awards.0,27365,c2fe91f8-4390-45aa-8cdb-1581e70ba4fd,,See description of related tender,active,2022-01-28T00:00:00,5355.0,GBP,2022-03-01T00:00:00,2023-02-28T00:00:00,2022-01-31T14:31:37
27366.awards.0,27366,4e41e318-e366-4d70-b8d3-482ad0aa7692,,See description of related tender,active,2021-11-15T00:00:00,121400.0,GBP,2022-01-01T00:00:00,2026-12-31T00:00:00,2022-01-31T14:35:03
27371.awards.0,27371,7eb26ef6-0403-4e44-b36e-595c27ca1f2f,,See description of related tender,active,2021-11-12T00:00:00,39430.0,GBP,2021-11-15T00:00:00,2023-12-31T00:00:00,2022-01-31T14:39:40
27367.awards.0,27367,e07c4f5c-9c61-4e15-98be-6e22b58f7adc,,See description of related tender,active,2022-01-18T00:00:00,25935.0,GBP,2022-06-02T00:00:00,2022-07-02T00:00:00,2022-01-31T14:35:06
27370.awards.0,27370,f64f430c-6dec-4a0d-8777-9dbfce7b0d14,,See description of related tender,active,2022-01-27T00:00:00,4500.0,GBP,2022-03-01T00:00:00,2023-02-28T00:00:00,2022-01-31T14:38:21
27372.awards.0,27372,c650887f-a7c2-4e04-84cc-c71126f00881,,See description of related tender,active,2022-01-27T00:00:00,267282.0,GBP,2022-07-02T00:00:00,2022-08-02T00:00:00,2022-01-31T14:40:05
27377.awards.0,27377,95098147-ce41-4637-8fff-f46c5b831ec8,,See description of related tender,active,2022-01-31T00:00:00,2277187.85,GBP,2022-01-04T00:00:00,2031-01-03T00:00:00,2022-01-31T14:45:42
27375.awards.0,27375,ecdc7446-15ab-4303-bc98-389e6c9f95df,,See description of related tender,active,2020-04-01T00:00:00,20000.0,GBP,2020-04-01T00:00:00,2023-03-31T00:00:00,2022-01-31T14:44:49
27376.awards.0,27376,accd3ac7-9c86-421a-9337-53d700e6b5ed,,See description of related tender,active,2022-01-27T00:00:00,25150.0,GBP,2022-05-02T00:00:00,2022-06-02T00:00:00,2022-01-31T14:45:03
27373.awards.0,27373,4d205893-737f-43ec-9e5f-b6385d1fca95,,See description of related tender,active,2020-07-24T00:00:00,15000.0,GBP,2020-07-31T00:00:00,2021-07-30T00:00:00,2022-01-31T14:42:15
27374.awards.0,27374,a437bffd-634b-4ab5-bef9-ae58cb30fa80,,See description of related tender,active,2022-01-28T00:00:00,3600.0,GBP,2022-03-01T00:00:00,2023-02-28T00:00:00,2022-01-31T14:44:22
27382.awards.0,27382,5da9507e-b43a-441a-b0a6-12a9d83badce,,See description of related tender,active,2021-10-27T00:00:00,1075000.0,GBP,2021-11-01T00:00:00,2023-03-31T00:00:00,2022-01-31T14:50:14
27381.awards.0,27381,7be0e08a-500e-4525-b4ab-13bb7d4f98e5,,See description of related tender,active,2022-01-25T00:00:00,42709.58,GBP,2022-01-28T00:00:00,2022-03-17T00:00:00,2022-01-31T14:50:09
27379.awards.0,27379,b906b3ba-8ee0-45cf-94b1-2f1be83ac5e9,,See description of related tender,active,2022-01-27T00:00:00,10800.0,GBP,2022-03-01T00:00:00,2023-02-28T00:00:00,2022-01-31T14:48:39
27380.awards.0,27380,097ae523-a00c-44a6-8961-eae389533f68,,See description of related tender,active,2022-01-14T00:00:00,2200000.0,GBP,2022-01-14T00:00:00,2026-01-13T00:00:00,2022-01-31T14:49:45
27383.awards.0,27383,2dbc4fc9-2d0d-493d-aa75-89f5a2e82ce5,,See description of related tender,active,2022-01-31T00:00:00,293107.38,GBP,2022-02-07T00:00:00,2022-04-04T00:00:00,2022-01-31T14:50:29
27385.awards.0,27385,f0b96681-a5c5-42c8-86b8-e81ba7dd1dbb,,See description of related tender,active,2021-12-14T00:00:00,551705.18,GBP,2022-07-20T00:00:00,2029-07-19T00:00:00,2022-01-31T14:54:03
27393.awards.0,27393,d0dbf807-1a21-4114-8fd7-9f49332888ac,,See description of related tender,active,2022-01-31T00:00:00,28500.0,GBP,2022-02-01T00:00:00,2022-03-31T00:00:00,2022-01-31T15:06:29
27387.awards.0,27387,7cf1f477-e6c0-47a9-b059-ac552d3d5dfe,,See description of related tender,active,2021-12-14T00:00:00,157504.19,GBP,2021-06-15T00:00:00,2024-06-14T00:00:00,2022-01-04T10:50:06
27386.awards.0,27386,dc7a1dab-2b9c-4019-aed8-ad459ba489fd,,See description of related tender,active,2021-12-14T00:00:00,131552.0,GBP,2021-06-15T00:00:00,2024-06-14T00:00:00,2022-01-04T10:50:37
27391.awards.0,27391,1e6b13f2-3c7c-46e5-a549-e611dd03f507,,See description of related tender,active,2022-01-19T00:00:00,687898.05,GBP,2022-01-19T00:00:00,2023-01-18T00:00:00,2022-01-31T15:03:09
27388.awards.0,27388,207e13cb-7fa9-4e01-bce4-4dbb6ccf5b91,,See description of related tender,active,2022-01-20T00:00:00,28215.0,GBP,2022-01-28T00:00:00,2022-07-04T00:00:00,2022-01-31T14:58:18
27394.awards.0,27394,5b4fbc24-8971-40ce-b06f-7768becbb073,,See description of related tender,active,2022-01-26T00:00:00,99960.0,GBP,2022-01-26T00:00:00,2022-04-30T00:00:00,2022-01-31T15:06:46
